timestamp,severity,checker,module,message
2025-12-01 05:03:58.530000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.5292841500000001"",""model_name"":""una_grapada_72"",""error"":""""}"
2025-12-01 05:04:10.643000,LOW,capture_finalization_checker,Engine,Event LM-ULT1-M-0000190825 finalized as event_approved
2025-12-01 05:04:14.873000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 05:04:14.873000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 05:04:14.876000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 05:04:14.876000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 05:04:14.879000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 05:04:14.879000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 05:04:14.881000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 05:04:14.881000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 05:04:14.901000,HIGH,error_message_checker,DBConfigStorage,Warning al leer trace calc_error
